filepath,split,label,class_id,source
shapes32/train/circle/circle_0073.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0074.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0075.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0076.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0077.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0078.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0079.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0080.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0081.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0082.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0083.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0084.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0085.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0086.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0087.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0088.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0089.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0090.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0091.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0092.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0093.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0094.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0095.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0096.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0097.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0098.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0099.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0100.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0101.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0102.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0103.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0104.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0105.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0106.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0107.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0108.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0109.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0110.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0111.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0112.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0113.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0114.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0115.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0116.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0117.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0118.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0119.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0120.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0121.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0122.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0123.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0124.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0125.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0126.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0127.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0128.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0129.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0130.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0131.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0132.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0133.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0134.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0135.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0136.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0137.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0138.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0139.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0140.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0141.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0142.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0143.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0144.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0145.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0146.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0147.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0148.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0149.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0150.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0151.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0152.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0153.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0154.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0155.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0156.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0157.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0158.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0159.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0160.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0161.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0162.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0163.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0164.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0165.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0166.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0167.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0168.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0169.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0170.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0171.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0172.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0173.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0174.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0175.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0176.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0177.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0178.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0179.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0180.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0181.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0182.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0183.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0184.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0185.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0186.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0187.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0188.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0189.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0190.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0191.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0192.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0193.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0194.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0195.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0196.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0197.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0198.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0199.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0200.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0201.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0202.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0203.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0204.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0205.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0206.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0207.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0208.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0209.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0210.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0211.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0212.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0213.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0214.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0215.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0216.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0217.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0218.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0219.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0220.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0221.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0222.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0223.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0224.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0225.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0226.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0227.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0228.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0229.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0230.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0231.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0232.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0233.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0234.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0235.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0236.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0237.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0238.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0239.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0240.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0241.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0242.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0243.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0244.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0245.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0246.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0247.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0248.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0249.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0250.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0251.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0252.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0253.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0254.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0255.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0256.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0257.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0258.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0259.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0260.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0261.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0262.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0263.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0264.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0265.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0266.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0267.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0268.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0269.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0270.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0271.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0272.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0273.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0274.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0275.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0276.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0277.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0278.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0279.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0280.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0281.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0282.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0283.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0284.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0285.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0286.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0287.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0288.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0289.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0290.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0291.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0292.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0293.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0294.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0295.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0296.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0297.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0298.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0299.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0300.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0301.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0302.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0303.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0304.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0305.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0306.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0307.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0308.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0309.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0310.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0311.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0312.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0313.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0314.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0315.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0316.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0317.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0318.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0319.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0320.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0321.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0322.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0323.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0324.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0325.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0326.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0327.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0328.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0329.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0330.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0331.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0332.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0333.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0334.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0335.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0336.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0337.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0338.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0339.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0340.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0341.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0342.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0343.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0344.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0345.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0346.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0347.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0348.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/circle/circle_0349.png,train,circle,0,generated_by_generate_dataset.py
shapes32/train/square/square_0000.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0001.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0002.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0003.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0004.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0005.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0006.png,train,square,1,generated_by_generate_dataset.py
shapes32/train/square/square_0007.png,train,square,1,generated_by_generate_dataset.py
